doc_id,nama_dokumen,bab,bagian,pasal,angka,ayat,isi,penjelasan
DOC100,Permendag Nomor 59 Tahun 2020.txt,,,Pasal 2,,2,"Sektor/Subsektor yang dapat mengimpor Barang Manufaktur, dan Barang Manufaktur yang dapat diimpor untuk Keperluan Tes Pasar sebagaimana tercantum dalam Lampiran II yang merupakan bagian tidak terpisahkan dari Peraturan Menteri ini.",
DOC100,Permendag Nomor 59 Tahun 2020.txt,,,Pasal 2,,3,"Sektor/Subsektor yang dapat mengimpor Barang Manufaktur, dan Barang Manufaktur yang dapat diimpor untuk keperluan Pelayanan Purna Jual sebagaimana tercantum dalam Lampiran III yang merupakan bagian tidak terpisahkan dari Peraturan Menteri ini.",
DOC100,Permendag Nomor 59 Tahun 2020.txt,,,Pasal 8,,1,"Untuk mendapatkan Persetujuan Impor sebagaimana dimaksud dalam Pasal 7, perusahaan pemilik NIB yang berlaku sebagai API-P dan Izin Usaha Industri harus mengajukan permohonan secara elektronik kepada Direktur Jenderal melalui sistem INATRADE yang terintegrasi dengan: a. sistem SIINAS, untuk mendapatkan pertimbangan dari kementerian yang menyelenggarakan urusan pemerintahan di bidang perindustrian; dan/atau b. sistem E-BPOM, untuk mendapatkan pertimbangan dari lembaga pemerintah yang menyelenggarakan urusan pemerintahan di bidang obat dan makanan, dengan melampirkan hasil pindai dokumen asli bukti Hubungan Istimewa dengan perusahaan di luar negeri, untuk Barang Komplementer.",
DOC100,Permendag Nomor 59 Tahun 2020.txt,,,Pasal 8,,2,Pengajuan permohonan sebagaimana dimaksud pada ayat (1) hanya dapat dilakukan setelah mendapatkan Hak Akses.,
DOC100,Permendag Nomor 59 Tahun 2020.txt,,,Pasal 8,4,,"Ketentuan ayat (1) Pasal 9 dihapus, dan ayat (2) dan ayat (3) Pasal 9 diubah, sehingga Pasal 9 berbunyi sebagai berikut:",
DOC100,Permendag Nomor 59 Tahun 2020.txt,,,Pasal 9,,1,Dihapus.,
DOC100,Permendag Nomor 59 Tahun 2020.txt,,,Pasal 9,,2,"Berdasarkan pertimbangan dan permohonan sebagaimana dimaksud dalam Pasal 8, Direktur Jenderal menerbitkan Persetujuan Impor dengan menggunakan Tanda Tangan Elektronik (Digital Signature) yang tidak memerlukan cap dan tanda tangan basah serta mencantumkan kode QR (Quick Response) paling lama 5 (lima) hari kerja terhitung sejak permohonan sebagaimana dimaksud dalam Pasal 8 diterima secara lengkap dan benar.",
DOC100,Permendag Nomor 59 Tahun 2020.txt,,,Pasal 9,,3,"Apabila pertimbangan sebagaimana dimaksud dalam Pasal 8 tidak diterima oleh sistem INATRADE dan/atau permohonan sebagaimana dimaksud dalam Pasal 8 tidak lengkap dan benar, akan dilakukan penolakan secara elektronik paling lama 5 (lima) hari kerja terhitung sejak tanggal permohonan diterima. Masa berlaku Persetujuan Impor sebagaimana dimaksud dalam Pasal 9 sesuai dengan batasan waktu yang diberikan oleh: a. kementerian yang menyelenggarakan urusan pemerintahan di bidang perindustrian; dan/atau b. lembaga pemerintah yang menyelenggarakan urusan pemerintahan di bidang obat dan makanan, melalui pertimbangan sebagaimana dimaksud dalam Pasal 8.",
DOC100,Permendag Nomor 59 Tahun 2020.txt,,,Pasal 10,6,,"Di antara Pasal 12 dan Pasal 13 disisipkan 1 (satu) pasal, yakni Pasal 12A sehingga berbunyi sebagai berikut:",
DOC100,Permendag Nomor 59 Tahun 2020.txt,,,Pasal 12,,1,"Perusahaan pemilik NIB yang berlaku sebagai API-P yang telah mendapat Persetujuan Impor wajib menyampaikan laporan secara elektronik atas pelaksanaan Impor, baik terealisasi maupun tidak terealisasi, dilengkapi dengan scan faktur pajak perusahaan, setiap bulan paling lambat tanggal 15 (lima belas) bulan berikutnya kepada Direktur Jenderal.",
DOC100,Permendag Nomor 59 Tahun 2020.txt,,,Pasal 12,,2,Laporan sebagaimana dimaksud pada ayat (1) disampaikan secara elektronik melalui laman http//inatrade.kemendag.go.id dengan tembusan kepada instansi teknis terkait.,
DOC100,Permendag Nomor 59 Tahun 2020.txt,,,Pasal 12,7,,"Di antara Pasal 16 dan Pasal 17 disisipkan 1 (satu) pasal, yakni Pasal 16A sehingga berbunyi sebagai berikut:",
DOC100,Permendag Nomor 59 Tahun 2020.txt,,,Pasal 16,,1,"Perusahaan yang melakukan Impor Barang Manufaktur sebagai Barang Komplementer, Barang untuk Keperluan Tes Pasar, dan Pelayanan Purna Jual tidak sesuai dengan ketentuan dalam Peraturan Menteri ini dikenai sanksi sesuai dengan ketentuan peraturan perundang-undangan.",
DOC100,Permendag Nomor 59 Tahun 2020.txt,,,Pasal 16,,2,"Barang Manufaktur sebagai Barang Komplementer, Barang untuk Keperluan Tes Pasar, dan Pelayanan Purna Jual yang diimpor tidak sesuai dengan ketentuan dalam Peraturan Menteri ini wajib ditarik kembali dari peredaran dan dimusnahkan oleh importir.",
DOC100,Permendag Nomor 59 Tahun 2020.txt,,,Pasal 16,,3,Biaya atas pelaksanaan penarikan kembali dari peredaran dan pemusnahan sebagaimana dimaksud pada ayat (2) ditanggung oleh importir.,
