doc_id,nama_dokumen,bab,bagian,pasal,angka,ayat,isi,penjelasan
DOC680,kp16-1998.txt,,,,1,,bahwa pembangunan jalan bebas hambatan Jangli - Kaligawe sudah selesai;,
DOC680,kp16-1998.txt,,,,2,,"bahwa sesuai dengan ketentuan Undang-undang Nomor 13 Tahun 1980 tentang Jalan, penetapan ruas jalan sebagai jalan tol dan penetapan jenis kendaraan bermotor serta besarnya tarif tol perlu ditetapkan dengan Keputusan Presiden;",
DOC680,kp16-1998.txt,,,,3,,"bahwa sehubungan dengan hal tersebut, dipandang perlu menetapkan jenis kendaraan bermotor dan besarnya tarif tol pada jalan tol ruas Jangli Kaligawe;",
DOC680,kp16-1998.txt,,,,4,,"bahwa dalam rangka peningkatan pelayanan kepada masyarakat dan kebutuhan akan biaya operasional jalan tol, dipandang perlu menyesuaikan besarnya tarif tol pada ruas Jalan Tol Srondol Jatingaleh;",
DOC680,kp16-1998.txt,,,,5,,Pasal 4 ayat (1) Undang-Undang Dasar 1945;,
DOC680,kp16-1998.txt,,,,10,,"Keputusan Presiden Nomor 36 Tahun 1992 tentang Penetapan Jalan Bebas Hambatan Tangerang - Merak sebagai Jalan Tol, Penambahan Gerbang Tol Mabar pada Jalan Tol Belawan-Medan-Tanjung Morawa dan Penetapan Golongan Jenis Kendaraan Bermotor, Besarnya Tol serta Tol Berlangganan pada beberapa Jalan Tol dan Jembatan Tol; Menetapkan: KEPUTUSAN PRESIDEN TENTANG PENETAPAN JALAN BEBAS HAMBATAN JANGLI-KALIGAWE SEBAGAI JALAN TOL, PENETAPAN JENIS KENDARAAN BERMOTOR DAN BESARNYA TARIF TOL, SERTA PENYESUAIAN BESARNYA TARIF TOL RUAS JALAN TOL SRONDOL-JATINGALEH. PERTAMA: Jalan bebas hambatan Jangli - Kaligawe, sebagai bagian dari jalan tol Semarang, sepanjang 9,75 km termasuk jalan penghubung yang terkendali ditetapkan menjadi Jalan Tol. KEDUA: Menetapkan golongan jenis kendaraan bermotor untuk Jalan Tol sebagaimana dimaksud dalam diktum PERTAMA sebagai berikut: - Golongan I: Sedan, Jip, Pick Up, Bus Kecil, Truk Kecil (3/4) dan Bus Sedang. - Golongan II-A: Truk Besar dan Bus Besar, dengan 2 (dua) gandar. - Golongan II-B: Truk Besar dan Bus Besar, dengan 3 (tiga) gandar atau lebih. KETIGA: Penyesuaian tarif tol ruas jalan tol Srondol - Jatingaleh sebagai bagian dari jalan tol Semarang. KEEMPAT: Menetapkan golongan jenis kendaraan bermotor dan besarnya tarif tol serta penyesuaian tarif tol untuk beberapa ruas jalan sebagaimana dimaksud diktum PERTAMA dan diktum KETIGA, ialah sebagaimana tercantum dalam Lampiran Keputusan Presiden ini. KELIMA: Besarnya langganan tol untuk ruas jalan tol sebagaimana dimaksud dalam diktum PERTAMA dan diktum KETIGA ditetapkan sebesar 90% (sembilan puluh perseratus) dari tarif tol sebagaimana dimaksud dalam diktum KEEMPAT. KEENAM: Keputusan Presiden ini mulai berlaku pada tanggal ditetapkan. pada tanggal 20 Januari 1998 PRESIDEN REPUBLIK INDONESIA ttd. SOEHARTO",
