doc_id,nama_dokumen,bab,bagian,pasal,angka,ayat,isi,penjelasan
DOC044,55_PMK.010_2020.txt,,,,31,,Dominican Republic,
DOC044,55_PMK.010_2020.txt,,,,32,,Ecuador,
DOC044,55_PMK.010_2020.txt,,,,33,,Egypt,
DOC044,55_PMK.010_2020.txt,,,,34,,El Salvador,
DOC044,55_PMK.010_2020.txt,,,,35,,Eswatini,
DOC044,55_PMK.010_2020.txt,,,,36,,Fiji,
DOC044,55_PMK.010_2020.txt,,,,37,,Gabon,
DOC044,55_PMK.010_2020.txt,,,,38,,Guatemala,
DOC044,55_PMK.010_2020.txt,,,,39,,Guinea,
DOC044,55_PMK.010_2020.txt,,,,40,,Guinea-Bissau,
DOC044,55_PMK.010_2020.txt,,,,41,,Guyana,
DOC044,55_PMK.010_2020.txt,,,,42,,Haiti,
DOC044,55_PMK.010_2020.txt,,,,43,,Honduras,
DOC044,55_PMK.010_2020.txt,,,,44,,India,
DOC044,55_PMK.010_2020.txt,,,,45,,Israel,
DOC044,55_PMK.010_2020.txt,,,,46,,Jamaica,
DOC044,55_PMK.010_2020.txt,,,,47,,Jordan,
DOC044,55_PMK.010_2020.txt,,,,48,,Kazakhstan,
DOC044,55_PMK.010_2020.txt,,,,49,,Kenya,
DOC044,55_PMK.010_2020.txt,,,,50,,"Kuwait, the State of",
DOC044,55_PMK.010_2020.txt,,,,51,,Kyrgyz Republic,
DOC044,55_PMK.010_2020.txt,,,,52,,Lao People's Democratic Republic,
DOC044,55_PMK.010_2020.txt,,,,53,,Lesotho,
DOC044,55_PMK.010_2020.txt,,,,54,,Liberia,
DOC044,55_PMK.010_2020.txt,,,,55,,Liechtenstein,
DOC044,55_PMK.010_2020.txt,,,,56,,"Macao, China",
DOC044,55_PMK.010_2020.txt,,,,57,,Madagascar,
DOC044,55_PMK.010_2020.txt,,,,58,,Malawi,
DOC044,55_PMK.010_2020.txt,,,,59,,Malaysia,
DOC044,55_PMK.010_2020.txt,,,,60,,Maldives,
DOC044,55_PMK.010_2020.txt,,,,61,,Mali,
DOC044,55_PMK.010_2020.txt,,,,62,,Mauritania,
DOC044,55_PMK.010_2020.txt,,,,63,,Mauritius,
DOC044,55_PMK.010_2020.txt,,,,64,,Mexico,
DOC044,55_PMK.010_2020.txt,,,,65,,"Moldova, Republic of",
DOC044,55_PMK.010_2020.txt,,,,66,,Mongolia,
DOC044,55_PMK.010_2020.txt,,,,67,,Montenegro,
DOC044,55_PMK.010_2020.txt,,,,68,,Morocco,
DOC044,55_PMK.010_2020.txt,,,,69,,Mozambique,
DOC044,55_PMK.010_2020.txt,,,,70,,Myanmar,
DOC044,55_PMK.010_2020.txt,,,,71,,Namibia,
DOC044,55_PMK.010_2020.txt,,,,72,,Nepal,
DOC044,55_PMK.010_2020.txt,,,,73,,Nicaragua,
DOC044,55_PMK.010_2020.txt,,,,74,,Niger,
DOC044,55_PMK.010_2020.txt,,,,75,,Nigeria,
DOC044,55_PMK.010_2020.txt,,,,76,,Oman,
